unit,period,pair,treat,post,D,y
263,11,263,0,1,0,37
263,12,263,0,1,0,26
263,13,263,0,1,0,30
263,14,263,0,1,0,30
263,15,263,0,1,0,25
263,16,263,0,1,0,20
263,17,263,0,1,0,46
263,18,263,0,1,0,51
263,19,263,0,1,0,36
264,0,264,0,0,0,25
264,1,264,0,0,0,83
264,2,264,0,0,0,37
264,3,264,0,0,0,51
264,4,264,0,0,0,56
264,5,264,0,0,0,20
264,6,264,0,0,0,34
264,7,264,0,0,0,26
264,8,264,0,0,0,56
264,9,264,0,0,0,46
264,10,264,0,1,0,29
264,11,264,0,1,0,48
264,12,264,0,1,0,43
264,13,264,0,1,0,58
264,14,264,0,1,0,28
264,15,264,0,1,0,39
264,16,264,0,1,0,52
264,17,264,0,1,0,41
264,18,264,0,1,0,17
264,19,264,0,1,0,26
265,0,265,0,0,0,52
265,1,265,0,0,0,41
265,2,265,0,0,0,25
265,3,265,0,0,0,36
265,4,265,0,0,0,23
265,5,265,0,0,0,33
265,6,265,0,0,0,37
265,7,265,0,0,0,26
265,8,265,0,0,0,43
265,9,265,0,0,0,38
265,10,265,0,1,0,60
265,11,265,0,1,0,35
265,12,265,0,1,0,16
265,13,265,0,1,0,35
265,14,265,0,1,0,16
265,15,265,0,1,0,46
265,16,265,0,1,0,32
265,17,265,0,1,0,34
265,18,265,0,1,0,19
265,19,265,0,1,0,37
266,0,266,0,0,0,35
266,1,266,0,0,0,46
266,2,266,0,0,0,19
266,3,266,0,0,0,64
266,4,266,0,0,0,44
266,5,266,0,0,0,33
266,6,266,0,0,0,66
266,7,266,0,0,0,33
266,8,266,0,0,0,52
266,9,266,0,0,0,20
266,10,266,0,1,0,57
266,11,266,0,1,0,70
266,12,266,0,1,0,58
266,13,266,0,1,0,37
266,14,266,0,1,0,45
266,15,266,0,1,0,29
266,16,266,0,1,0,46
266,17,266,0,1,0,35
266,18,266,0,1,0,53
266,19,266,0,1,0,33
267,0,267,0,0,0,55
267,1,267,0,0,0,38
267,2,267,0,0,0,31
267,3,267,0,0,0,21
267,4,267,0,0,0,37
267,5,267,0,0,0,38
267,6,267,0,0,0,37
267,7,267,0,0,0,24
267,8,267,0,0,0,53
267,9,267,0,0,0,24
267,10,267,0,1,0,34
267,11,267,0,1,0,49
267,12,267,0,1,0,37
267,13,267,0,1,0,41
267,14,267,0,1,0,39
267,15,267,0,1,0,27
267,16,267,0,1,0,35
267,17,267,0,1,0,34
267,18,267,0,1,0,71
267,19,267,0,1,0,35
268,0,268,0,0,0,58
268,1,268,0,0,0,35
268,2,268,0,0,0,33
268,3,268,0,0,0,30
268,4,268,0,0,0,38
268,5,268,0,0,0,34
268,6,268,0,0,0,61
268,7,268,0,0,0,60
268,8,268,0,0,0,26
268,9,268,0,0,0,29
268,10,268,0,1,0,46
268,11,268,0,1,0,50
268,12,268,0,1,0,23
268,13,268,0,1,0,64
268,14,268,0,1,0,33
268,15,268,0,1,0,39
268,16,268,0,1,0,31
268,17,268,0,1,0,42
268,18,268,0,1,0,69
268,19,268,0,1,0,37
269,0,269,0,0,0,33
269,1,269,0,0,0,43
269,2,269,0,0,0,39
269,3,269,0,0,0,33
269,4,269,0,0,0,51
269,5,269,0,0,0,49
269,6,269,0,0,0,18
269,7,269,0,0,0,44
269,8,269,0,0,0,53
269,9,269,0,0,0,34
269,10,269,0,1,0,32
269,11,269,0,1,0,37
269,12,269,0,1,0,40
269,13,269,0,1,0,30
269,14,269,0,1,0,70
269,15,269,0,1,0,38
269,16,269,0,1,0,32
269,17,269,0,1,0,23
269,18,269,0,1,0,41
269,19,269,0,1,0,46
270,0,270,0,0,0,66
270,1,270,0,0,0,73
270,2,270,0,0,0,49
270,3,270,0,0,0,29
270,4,270,0,0,0,33
270,5,270,0,0,0,68
270,6,270,0,0,0,57
270,7,270,0,0,0,26
270,8,270,0,0,0,54
270,9,270,0,0,0,34
270,10,270,0,1,0,40
270,11,270,0,1,0,28
270,12,270,0,1,0,42
270,13,270,0,1,0,74
270,14,270,0,1,0,54
270,15,270,0,1,0,28
270,16,270,0,1,0,21
270,17,270,0,1,0,37
270,18,270,0,1,0,68
270,19,270,0,1,0,34
271,0,271,0,0,0,45
271,1,271,0,0,0,20
271,2,271,0,0,0,41
271,3,271,0,0,0,53
271,4,271,0,0,0,33
271,5,271,0,0,0,35
271,6,271,0,0,0,60
271,7,271,0,0,0,19
271,8,271,0,0,0,110
271,9,271,0,0,0,43
271,10,271,0,1,0,34
271,11,271,0,1,0,21
271,12,271,0,1,0,59
271,13,271,0,1,0,27
271,14,271,0,1,0,31
271,15,271,0,1,0,67
271,16,271,0,1,0,38
271,17,271,0,1,0,46
271,18,271,0,1,0,54
271,19,271,0,1,0,34
272,0,272,0,0,0,31
272,1,272,0,0,0,36
272,2,272,0,0,0,31
272,3,272,0,0,0,46
272,4,272,0,0,0,51
272,5,272,0,0,0,40
272,6,272,0,0,0,36
272,7,272,0,0,0,29
272,8,272,0,0,0,58
272,9,272,0,0,0,43
272,10,272,0,1,0,58
272,11,272,0,1,0,40
272,12,272,0,1,0,43
272,13,272,0,1,0,29
272,14,272,0,1,0,25
272,15,272,0,1,0,45
272,16,272,0,1,0,46
272,17,272,0,1,0,75
272,18,272,0,1,0,35
272,19,272,0,1,0,85
273,0,273,0,0,0,37
273,1,273,0,0,0,27
273,2,273,0,0,0,29
273,3,273,0,0,0,74
273,4,273,0,0,0,56
273,5,273,0,0,0,56
273,6,273,0,0,0,40
273,7,273,0,0,0,40
273,8,273,0,0,0,25
273,9,273,0,0,0,43
273,10,273,0,1,0,57
273,11,273,0,1,0,37
273,12,273,0,1,0,66
273,13,273,0,1,0,29
273,14,273,0,1,0,56
273,15,273,0,1,0,32
273,16,273,0,1,0,35
273,17,273,0,1,0,20
273,18,273,0,1,0,57
273,19,273,0,1,0,25
274,0,274,0,0,0,33
274,1,274,0,0,0,29
274,2,274,0,0,0,55
274,3,274,0,0,0,55
274,4,274,0,0,0,49
274,5,274,0,0,0,45
274,6,274,0,0,0,51
274,7,274,0,0,0,33
274,8,274,0,0,0,55
274,9,274,0,0,0,58
274,10,274,0,1,0,46
274,11,274,0,1,0,56
274,12,274,0,1,0,45
274,13,274,0,1,0,24
274,14,274,0,1,0,65
274,15,274,0,1,0,24
274,16,274,0,1,0,30
274,17,274,0,1,0,51
274,18,274,0,1,0,40
274,19,274,0,1,0,29
275,0,275,0,0,0,44
275,1,275,0,0,0,22
275,2,275,0,0,0,32
275,3,275,0,0,0,62
275,4,275,0,0,0,28
275,5,275,0,0,0,30
275,6,275,0,0,0,25
275,7,275,0,0,0,38
275,8,275,0,0,0,26
275,9,275,0,0,0,50
275,10,275,0,1,0,31
275,11,275,0,1,0,25
275,12,275,0,1,0,45
275,13,275,0,1,0,38
275,14,275,0,1,0,43
275,15,275,0,1,0,58
275,16,275,0,1,0,37
275,17,275,0,1,0,66
275,18,275,0,1,0,57
275,19,275,0,1,0,37
276,0,276,0,0,0,50
276,1,276,0,0,0,32
276,2,276,0,0,0,29
276,3,276,0,0,0,30
276,4,276,0,0,0,42
276,5,276,0,0,0,54
276,6,276,0,0,0,36
276,7,276,0,0,0,34
276,8,276,0,0,0,35
276,9,276,0,0,0,24
276,10,276,0,1,0,33
276,11,276,0,1,0,54
276,12,276,0,1,0,34
276,13,276,0,1,0,89
276,14,276,0,1,0,54
276,15,276,0,1,0,68
276,16,276,0,1,0,15
276,17,276,0,1,0,41
276,18,276,0,1,0,46
276,19,276,0,1,0,80
277,0,277,0,0,0,28
277,1,277,0,0,0,69
277,2,277,0,0,0,69
277,3,277,0,0,0,32
277,4,277,0,0,0,68
277,5,277,0,0,0,25
277,6,277,0,0,0,67
277,7,277,0,0,0,42
277,8,277,0,0,0,51
277,9,277,0,0,0,34
277,10,277,0,1,0,33
277,11,277,0,1,0,30
277,12,277,0,1,0,43
277,13,277,0,1,0,43
277,14,277,0,1,0,56
277,15,277,0,1,0,51
277,16,277,0,1,0,32
277,17,277,0,1,0,64
277,18,277,0,1,0,32
277,19,277,0,1,0,31
278,0,278,0,0,0,47
278,1,278,0,0,0,66
278,2,278,0,0,0,33
278,3,278,0,0,0,48
278,4,278,0,0,0,34
278,5,278,0,0,0,86
278,6,278,0,0,0,45
278,7,278,0,0,0,35
278,8,278,0,0,0,30
278,9,278,0,0,0,37
278,10,278,0,1,0,63
278,11,278,0,1,0,21
278,12,278,0,1,0,93
278,13,278,0,1,0,49
278,14,278,0,1,0,44
278,15,278,0,1,0,39
278,16,278,0,1,0,60
278,17,278,0,1,0,41
278,18,278,0,1,0,29
278,19,278,0,1,0,48
279,0,279,0,0,0,49
279,1,279,0,0,0,38
279,2,279,0,0,0,62
279,3,279,0,0,0,50
279,4,279,0,0,0,61
279,5,279,0,0,0,50
279,6,279,0,0,0,85
279,7,279,0,0,0,42
279,8,279,0,0,0,42
279,9,279,0,0,0,28
279,10,279,0,1,0,90
279,11,279,0,1,0,78
279,12,279,0,1,0,39
279,13,279,0,1,0,28
279,14,279,0,1,0,35
279,15,279,0,1,0,35
279,16,279,0,1,0,41
279,17,279,0,1,0,36
279,18,279,0,1,0,17
279,19,279,0,1,0,38
280,0,280,0,0,0,26
280,1,280,0,0,0,27
280,2,280,0,0,0,33
280,3,280,0,0,0,48
280,4,280,0,0,0,37
280,5,280,0,0,0,32
280,6,280,0,0,0,26
280,7,280,0,0,0,25
280,8,280,0,0,0,32
280,9,280,0,0,0,31
280,10,280,0,1,0,38
280,11,280,0,1,0,39
280,12,280,0,1,0,30
280,13,280,0,1,0,55
280,14,280,0,1,0,48
280,15,280,0,1,0,54
280,16,280,0,1,0,51
280,17,280,0,1,0,49
280,18,280,0,1,0,53
280,19,280,0,1,0,54
281,0,281,0,0,0,62
281,1,281,0,0,0,32
281,2,281,0,0,0,42
281,3,281,0,0,0,62
281,4,281,0,0,0,70
281,5,281,0,0,0,47
281,6,281,0,0,0,27
281,7,281,0,0,0,84
281,8,281,0,0,0,50
281,9,281,0,0,0,102
281,10,281,0,1,0,49
281,11,281,0,1,0,76
281,12,281,0,1,0,60
281,13,281,0,1,0,77
281,14,281,0,1,0,42
281,15,281,0,1,0,49
281,16,281,0,1,0,52
281,17,281,0,1,0,28
281,18,281,0,1,0,37
281,19,281,0,1,0,60
282,0,282,0,0,0,34
282,1,282,0,0,0,51
282,2,282,0,0,0,51
282,3,282,0,0,0,45
282,4,282,0,0,0,43
282,5,282,0,0,0,23
282,6,282,0,0,0,28
282,7,282,0,0,0,32
282,8,282,0,0,0,42
282,9,282,0,0,0,41
282,10,282,0,1,0,46
282,11,282,0,1,0,33
282,12,282,0,1,0,43
282,13,282,0,1,0,39
282,14,282,0,1,0,52
282,15,282,0,1,0,31
282,16,282,0,1,0,83
282,17,282,0,1,0,45
282,18,282,0,1,0,27
282,19,282,0,1,0,24
283,0,283,0,0,0,53
283,1,283,0,0,0,40
283,2,283,0,0,0,47
283,3,283,0,0,0,41
283,4,283,0,0,0,57
283,5,283,0,0,0,54
283,6,283,0,0,0,84
283,7,283,0,0,0,81
283,8,283,0,0,0,28
283,9,283,0,0,0,50
283,10,283,0,1,0,30
283,11,283,0,1,0,38
283,12,283,0,1,0,51
283,13,283,0,1,0,66
283,14,283,0,1,0,39
283,15,283,0,1,0,37
283,16,283,0,1,0,63
283,17,283,0,1,0,31
283,18,283,0,1,0,22
283,19,283,0,1,0,47
284,0,284,0,0,0,20
284,1,284,0,0,0,63
284,2,284,0,0,0,35
284,3,284,0,0,0,56
284,4,284,0,0,0,31
284,5,284,0,0,0,49
284,6,284,0,0,0,51
284,7,284,0,0,0,40
284,8,284,0,0,0,41
284,9,284,0,0,0,20
284,10,284,0,1,0,23
284,11,284,0,1,0,51
284,12,284,0,1,0,24
284,13,284,0,1,0,37
284,14,284,0,1,0,45
284,15,284,0,1,0,51
284,16,284,0,1,0,39
284,17,284,0,1,0,66
284,18,284,0,1,0,48
284,19,284,0,1,0,49
285,0,285,0,0,0,48
285,1,285,0,0,0,47
285,2,285,0,0,0,37
285,3,285,0,0,0,28
285,4,285,0,0,0,29
285,5,285,0,0,0,27
285,6,285,0,0,0,58
285,7,285,0,0,0,39
285,8,285,0,0,0,36
285,9,285,0,0,0,61
285,10,285,0,1,0,16
285,11,285,0,1,0,58
285,12,285,0,1,0,30
285,13,285,0,1,0,70
285,14,285,0,1,0,51
285,15,285,0,1,0,30
285,16,285,0,1,0,40
285,17,285,0,1,0,48
285,18,285,0,1,0,23
285,19,285,0,1,0,51
286,0,286,0,0,0,32
286,1,286,0,0,0,67
286,2,286,0,0,0,50
286,3,286,0,0,0,49
286,4,286,0,0,0,67
286,5,286,0,0,0,67
286,6,286,0,0,0,61
286,7,286,0,0,0,38
286,8,286,0,0,0,26
286,9,286,0,0,0,60
286,10,286,0,1,0,38
286,11,286,0,1,0,28
286,12,286,0,1,0,31
286,13,286,0,1,0,46
286,14,286,0,1,0,43
286,15,286,0,1,0,61
286,16,286,0,1,0,58
286,17,286,0,1,0,32
286,18,286,0,1,0,57
286,19,286,0,1,0,43
287,0,287,0,0,0,37
287,1,287,0,0,0,36
287,2,287,0,0,0,85
287,3,287,0,0,0,68
287,4,287,0,0,0,81
287,5,287,0,0,0,43
287,6,287,0,0,0,52
287,7,287,0,0,0,80
287,8,287,0,0,0,36
287,9,287,0,0,0,55
287,10,287,0,1,0,37
287,11,287,0,1,0,28
287,12,287,0,1,0,61
287,13,287,0,1,0,31
287,14,287,0,1,0,50
287,15,287,0,1,0,47
287,16,287,0,1,0,47
287,17,287,0,1,0,73
287,18,287,0,1,0,42
287,19,287,0,1,0,38
288,0,288,0,0,0,98
288,1,288,0,0,0,60
288,2,288,0,0,0,49
288,3,288,0,0,0,26
288,4,288,0,0,0,60
288,5,288,0,0,0,33
288,6,288,0,0,0,36
288,7,288,0,0,0,38
288,8,288,0,0,0,59
288,9,288,0,0,0,52
288,10,288,0,1,0,49
288,11,288,0,1,0,51
288,12,288,0,1,0,54
288,13,288,0,1,0,39
288,14,288,0,1,0,33
288,15,288,0,1,0,42
288,16,288,0,1,0,61
288,17,288,0,1,0,45
288,18,288,0,1,0,68
288,19,288,0,1,0,48
289,0,289,0,0,0,35
289,1,289,0,0,0,39
289,2,289,0,0,0,37
289,3,289,0,0,0,71
289,4,289,0,0,0,47
289,5,289,0,0,0,53
289,6,289,0,0,0,40
289,7,289,0,0,0,28
289,8,289,0,0,0,39
289,9,289,0,0,0,67
289,10,289,0,1,0,101
289,11,289,0,1,0,42
289,12,289,0,1,0,46
289,13,289,0,1,0,32
289,14,289,0,1,0,29
289,15,289,0,1,0,77
289,16,289,0,1,0,50
289,17,289,0,1,0,66
289,18,289,0,1,0,38
289,19,289,0,1,0,40
290,0,290,0,0,0,52
290,1,290,0,0,0,43
290,2,290,0,0,0,25
290,3,290,0,0,0,95
290,4,290,0,0,0,51
290,5,290,0,0,0,67
290,6,290,0,0,0,45
290,7,290,0,0,0,84
290,8,290,0,0,0,68
290,9,290,0,0,0,31
290,10,290,0,1,0,53
290,11,290,0,1,0,64
290,12,290,0,1,0,52
290,13,290,0,1,0,22
290,14,290,0,1,0,66
290,15,290,0,1,0,34
290,16,290,0,1,0,38
290,17,290,0,1,0,44
290,18,290,0,1,0,37
290,19,290,0,1,0,55
291,0,291,0,0,0,26
291,1,291,0,0,0,51
291,2,291,0,0,0,67
291,3,291,0,0,0,53
291,4,291,0,0,0,61
291,5,291,0,0,0,71
291,6,291,0,0,0,62
291,7,291,0,0,0,44
291,8,291,0,0,0,62
291,9,291,0,0,0,43
291,10,291,0,1,0,60
291,11,291,0,1,0,46
291,12,291,0,1,0,47
291,13,291,0,1,0,73
291,14,291,0,1,0,50
291,15,291,0,1,0,60
291,16,291,0,1,0,84
291,17,291,0,1,0,27
291,18,291,0,1,0,53
291,19,291,0,1,0,44
292,0,292,0,0,0,29
292,1,292,0,0,0,41
292,2,292,0,0,0,38
292,3,292,0,0,0,40
292,4,292,0,0,0,31
292,5,292,0,0,0,70
292,6,292,0,0,0,54
292,7,292,0,0,0,30
292,8,292,0,0,0,52
292,9,292,0,0,0,59
292,10,292,0,1,0,33
292,11,292,0,1,0,33
292,12,292,0,1,0,52
292,13,292,0,1,0,22
292,14,292,0,1,0,41
292,15,292,0,1,0,30
292,16,292,0,1,0,37
292,17,292,0,1,0,45
292,18,292,0,1,0,56
292,19,292,0,1,0,40
293,0,293,0,0,0,32
293,1,293,0,0,0,82
293,2,293,0,0,0,38
293,3,293,0,0,0,46
293,4,293,0,0,0,29
293,5,293,0,0,0,60
293,6,293,0,0,0,52
293,7,293,0,0,0,33
293,8,293,0,0,0,33
293,9,293,0,0,0,65
293,10,293,0,1,0,62
293,11,293,0,1,0,47
293,12,293,0,1,0,47
293,13,293,0,1,0,70
293,14,293,0,1,0,28
293,15,293,0,1,0,51
293,16,293,0,1,0,73
293,17,293,0,1,0,30
293,18,293,0,1,0,45
293,19,293,0,1,0,29
294,0,294,0,0,0,67
294,1,294,0,0,0,66
294,2,294,0,0,0,74
294,3,294,0,0,0,62
294,4,294,0,0,0,76
294,5,294,0,0,0,65
294,6,294,0,0,0,50
294,7,294,0,0,0,59
294,8,294,0,0,0,52
294,9,294,0,0,0,63
294,10,294,0,1,0,26
294,11,294,0,1,0,26
294,12,294,0,1,0,35
294,13,294,0,1,0,52
294,14,294,0,1,0,34
294,15,294,0,1,0,46
294,16,294,0,1,0,26
294,17,294,0,1,0,34
294,18,294,0,1,0,58
294,19,294,0,1,0,61
295,0,295,0,0,0,45
295,1,295,0,0,0,37
295,2,295,0,0,0,29
295,3,295,0,0,0,68
295,4,295,0,0,0,44
295,5,295,0,0,0,37
295,6,295,0,0,0,76
295,7,295,0,0,0,73
295,8,295,0,0,0,27
295,9,295,0,0,0,39
295,10,295,0,1,0,57
295,11,295,0,1,0,37
295,12,295,0,1,0,47
295,13,295,0,1,0,75
295,14,295,0,1,0,24
295,15,295,0,1,0,60
295,16,295,0,1,0,60
295,17,295,0,1,0,62
295,18,295,0,1,0,71
295,19,295,0,1,0,49
296,0,296,0,0,0,55
296,1,296,0,0,0,48
296,2,296,0,0,0,42
296,3,296,0,0,0,30
296,4,296,0,0,0,43
296,5,296,0,0,0,45
296,6,296,0,0,0,26
296,7,296,0,0,0,45
296,8,296,0,0,0,31
296,9,296,0,0,0,49
296,10,296,0,1,0,46
296,11,296,0,1,0,69
296,12,296,0,1,0,46
296,13,296,0,1,0,65
296,14,296,0,1,0,55
296,15,296,0,1,0,59
296,16,296,0,1,0,40
296,17,296,0,1,0,53
296,18,296,0,1,0,62
296,19,296,0,1,0,32
297,0,297,0,0,0,52
297,1,297,0,0,0,27
297,2,297,0,0,0,40
297,3,297,0,0,0,37
297,4,297,0,0,0,50
297,5,297,0,0,0,64
297,6,297,0,0,0,30
297,7,297,0,0,0,79
297,8,297,0,0,0,58
297,9,297,0,0,0,72
297,10,297,0,1,0,32
297,11,297,0,1,0,33
297,12,297,0,1,0,38
297,13,297,0,1,0,47
297,14,297,0,1,0,18
297,15,297,0,1,0,24
297,16,297,0,1,0,42
297,17,297,0,1,0,41
297,18,297,0,1,0,63
297,19,297,0,1,0,37
298,0,298,0,0,0,47
298,1,298,0,0,0,39
298,2,298,0,0,0,52
298,3,298,0,0,0,51
298,4,298,0,0,0,31
298,5,298,0,0,0,78
298,6,298,0,0,0,41
298,7,298,0,0,0,27
298,8,298,0,0,0,62
298,9,298,0,0,0,48
298,10,298,0,1,0,68
298,11,298,0,1,0,35
298,12,298,0,1,0,49
298,13,298,0,1,0,40
298,14,298,0,1,0,48
298,15,298,0,1,0,31
298,16,298,0,1,0,43
298,17,298,0,1,0,38
298,18,298,0,1,0,35
298,19,298,0,1,0,79
299,0,299,0,0,0,26
299,1,299,0,0,0,57
299,2,299,0,0,0,44
299,3,299,0,0,0,57
299,4,299,0,0,0,64
299,5,299,0,0,0,53
299,6,299,0,0,0,52
299,7,299,0,0,0,26
299,8,299,0,0,0,37
299,9,299,0,0,0,48
299,10,299,0,1,0,48
299,11,299,0,1,0,55
299,12,299,0,1,0,28
299,13,299,0,1,0,52
299,14,299,0,1,0,42
299,15,299,0,1,0,42
299,16,299,0,1,0,51
299,17,299,0,1,0,39
299,18,299,0,1,0,34
299,19,299,0,1,0,70
300,0,300,0,0,0,39
300,1,300,0,0,0,59
300,2,300,0,0,0,48
300,3,300,0,0,0,53
300,4,300,0,0,0,62
300,5,300,0,0,0,97
300,6,300,0,0,0,40
300,7,300,0,0,0,58
300,8,300,0,0,0,93
300,9,300,0,0,0,59
300,10,300,0,1,0,57
300,11,300,0,1,0,39
300,12,300,0,1,0,33
300,13,300,0,1,0,37
300,14,300,0,1,0,48
300,15,300,0,1,0,39
300,16,300,0,1,0,43
300,17,300,0,1,0,56
300,18,300,0,1,0,39
300,19,300,0,1,0,62
301,0,301,0,0,0,45
301,1,301,0,0,0,86
301,2,301,0,0,0,59
301,3,301,0,0,0,53
301,4,301,0,0,0,46
301,5,301,0,0,0,58
301,6,301,0,0,0,58
301,7,301,0,0,0,54
301,8,301,0,0,0,43
301,9,301,0,0,0,37
301,10,301,0,1,0,51
301,11,301,0,1,0,51
301,12,301,0,1,0,64
301,13,301,0,1,0,32
301,14,301,0,1,0,44
301,15,301,0,1,0,83
301,16,301,0,1,0,51
301,17,301,0,1,0,62
301,18,301,0,1,0,75
301,19,301,0,1,0,45
302,0,302,0,0,0,50
302,1,302,0,0,0,46
302,2,302,0,0,0,77
302,3,302,0,0,0,76
302,4,302,0,0,0,61
302,5,302,0,0,0,32
302,6,302,0,0,0,50
302,7,302,0,0,0,49
302,8,302,0,0,0,45
302,9,302,0,0,0,61
302,10,302,0,1,0,36
302,11,302,0,1,0,32
302,12,302,0,1,0,46
302,13,302,0,1,0,41
302,14,302,0,1,0,37
302,15,302,0,1,0,60
302,16,302,0,1,0,34
302,17,302,0,1,0,30
302,18,302,0,1,0,57
302,19,302,0,1,0,88
303,0,303,0,0,0,36
303,1,303,0,0,0,45
303,2,303,0,0,0,67
303,3,303,0,0,0,45
303,4,303,0,0,0,47
303,5,303,0,0,0,37
303,6,303,0,0,0,104
303,7,303,0,0,0,50
303,8,303,0,0,0,58
303,9,303,0,0,0,32
303,10,303,0,1,0,61
303,11,303,0,1,0,37
303,12,303,0,1,0,48
303,13,303,0,1,0,52
303,14,303,0,1,0,36
303,15,303,0,1,0,69
303,16,303,0,1,0,83
303,17,303,0,1,0,46
303,18,303,0,1,0,69
303,19,303,0,1,0,30
304,0,304,0,0,0,80
304,1,304,0,0,0,63
304,2,304,0,0,0,44
304,3,304,0,0,0,76
304,4,304,0,0,0,59
304,5,304,0,0,0,35
304,6,304,0,0,0,43
304,7,304,0,0,0,59
304,8,304,0,0,0,50
304,9,304,0,0,0,51
304,10,304,0,1,0,44
304,11,304,0,1,0,50
304,12,304,0,1,0,52
304,13,304,0,1,0,66
304,14,304,0,1,0,55
304,15,304,0,1,0,43
304,16,304,0,1,0,39
304,17,304,0,1,0,53
304,18,304,0,1,0,57
304,19,304,0,1,0,36
305,0,305,0,0,0,66
305,1,305,0,0,0,32
305,2,305,0,0,0,64
305,3,305,0,0,0,81
305,4,305,0,0,0,40
305,5,305,0,0,0,50
305,6,305,0,0,0,41
305,7,305,0,0,0,38
305,8,305,0,0,0,49
305,9,305,0,0,0,37
305,10,305,0,1,0,33
305,11,305,0,1,0,53
305,12,305,0,1,0,50
305,13,305,0,1,0,45
305,14,305,0,1,0,62
305,15,305,0,1,0,53
305,16,305,0,1,0,26
305,17,305,0,1,0,29
305,18,305,0,1,0,57
305,19,305,0,1,0,85
306,0,306,0,0,0,89
306,1,306,0,0,0,77
306,2,306,0,0,0,60
306,3,306,0,0,0,50
306,4,306,0,0,0,26
306,5,306,0,0,0,50
306,6,306,0,0,0,72
306,7,306,0,0,0,59
306,8,306,0,0,0,67
306,9,306,0,0,0,69
306,10,306,0,1,0,87
306,11,306,0,1,0,43
306,12,306,0,1,0,88
306,13,306,0,1,0,60
306,14,306,0,1,0,66
306,15,306,0,1,0,29
306,16,306,0,1,0,56
306,17,306,0,1,0,54
306,18,306,0,1,0,54
306,19,306,0,1,0,55
307,0,307,0,0,0,71
307,1,307,0,0,0,59
307,2,307,0,0,0,48
307,3,307,0,0,0,61
307,4,307,0,0,0,45
307,5,307,0,0,0,32
307,6,307,0,0,0,56
307,7,307,0,0,0,71
307,8,307,0,0,0,64
307,9,307,0,0,0,36
307,10,307,0,1,0,52
307,11,307,0,1,0,37
307,12,307,0,1,0,44
307,13,307,0,1,0,64
307,14,307,0,1,0,53
307,15,307,0,1,0,75
307,16,307,0,1,0,50
307,17,307,0,1,0,26
307,18,307,0,1,0,51
307,19,307,0,1,0,39
308,0,308,0,0,0,70
308,1,308,0,0,0,45
308,2,308,0,0,0,62
308,3,308,0,0,0,59
308,4,308,0,0,0,82
308,5,308,0,0,0,43
308,6,308,0,0,0,78
308,7,308,0,0,0,75
308,8,308,0,0,0,63
308,9,308,0,0,0,43
308,10,308,0,1,0,80
308,11,308,0,1,0,33
308,12,308,0,1,0,58
308,13,308,0,1,0,49
308,14,308,0,1,0,44
308,15,308,0,1,0,54
308,16,308,0,1,0,74
308,17,308,0,1,0,70
308,18,308,0,1,0,76
308,19,308,0,1,0,42
309,0,309,0,0,0,65
309,1,309,0,0,0,52
309,2,309,0,0,0,39
309,3,309,0,0,0,49
309,4,309,0,0,0,33
309,5,309,0,0,0,38
309,6,309,0,0,0,55
309,7,309,0,0,0,48
309,8,309,0,0,0,70
309,9,309,0,0,0,89
309,10,309,0,1,0,47
309,11,309,0,1,0,65
309,12,309,0,1,0,73
309,13,309,0,1,0,73
309,14,309,0,1,0,50
309,15,309,0,1,0,33
309,16,309,0,1,0,55
309,17,309,0,1,0,42
309,18,309,0,1,0,42
309,19,309,0,1,0,56
310,0,310,0,0,0,44
310,1,310,0,0,0,54
310,2,310,0,0,0,65
310,3,310,0,0,0,79
310,4,310,0,0,0,58
310,5,310,0,0,0,40
310,6,310,0,0,0,66
310,7,310,0,0,0,73
310,8,310,0,0,0,81
310,9,310,0,0,0,54
310,10,310,0,1,0,51
310,11,310,0,1,0,54
310,12,310,0,1,0,45
310,13,310,0,1,0,52
310,14,310,0,1,0,91
310,15,310,0,1,0,58
310,16,310,0,1,0,78
310,17,310,0,1,0,71
310,18,310,0,1,0,49
310,19,310,0,1,0,70
311,0,311,0,0,0,38
311,1,311,0,0,0,73
311,2,311,0,0,0,42
311,3,311,0,0,0,62
311,4,311,0,0,0,66
311,5,311,0,0,0,48
311,6,311,0,0,0,50
311,7,311,0,0,0,62
311,8,311,0,0,0,38
311,9,311,0,0,0,58
311,10,311,0,1,0,58
311,11,311,0,1,0,105
311,12,311,0,1,0,48
311,13,311,0,1,0,45
311,14,311,0,1,0,90
311,15,311,0,1,0,42
311,16,311,0,1,0,27
311,17,311,0,1,0,69
311,18,311,0,1,0,49
311,19,311,0,1,0,139
312,0,312,0,0,0,66
312,1,312,0,0,0,66
312,2,312,0,0,0,31
312,3,312,0,0,0,26
312,4,312,0,0,0,57
312,5,312,0,0,0,49
312,6,312,0,0,0,54
312,7,312,0,0,0,38
312,8,312,0,0,0,58
312,9,312,0,0,0,55
312,10,312,0,1,0,28
312,11,312,0,1,0,70
312,12,312,0,1,0,49
312,13,312,0,1,0,58
312,14,312,0,1,0,56
312,15,312,0,1,0,48
312,16,312,0,1,0,50
312,17,312,0,1,0,42
312,18,312,0,1,0,93
312,19,312,0,1,0,57
313,0,313,0,0,0,60
313,1,313,0,0,0,27
313,2,313,0,0,0,44
313,3,313,0,0,0,44
313,4,313,0,0,0,53
313,5,313,0,0,0,77
313,6,313,0,0,0,53
313,7,313,0,0,0,36
313,8,313,0,0,0,77
